condition,split,optimizer_step,action_chunk_length,average_executed_actions_per_policy_call,controlled_environment_steps,environment_steps,episode_index,episode_rng_seed,evaluation_fingerprint,first_observation_sha256,inference_fingerprint,initial_state_index,initial_state_sha256,mode,native_prediction_horizon,policy_call_control_steps,policy_calls,policy_calls_per_controlled_step,prediction_horizon,replan_steps,seed,settling_steps,success,task_description,task_id,task_suite,video_path,wall_clock_seconds
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.142857142857142,268,278,5,839770683,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,dabe0c5da3a2c3fed925f5fd939f1d64e6aa27dd853c74d169873b09f95736e2,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,35,4bed2b6781046cea461fd2b0579889feede3b85ea5dcb84ea1b77bf0c39eddd7,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.05223880597014925,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_005_success.mp4,43.013260061852634
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.714285714285715,276,286,6,2264412460,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,d44b3e30f2a6505ace194c9ad0354b47ee949bf0d647ecb17b7a536f6d6f2253,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,36,01f7b9a68c17467a119bad08737faa6614d59cb1d1acaf2673483f74fa3df62f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.050724637681159424,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_006_success.mp4,43.85986151918769
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,7,3316307760,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,21d198285db57fb9d5330725ce165deb08652bd2e47ce61bc513d2052c398325,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,37,9d7d305df4f0b23d3bcd7636f64e11bed5122a236602f8824aa2addb11868329,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_007_failure.mp4,78.51737540308386
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.071428571428573,267,277,8,424401072,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,31e1d8ee4c6f9bf38432208f023d055ae0f323eaae7829921b96d19112bda998,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,1620a4362542e680831597e5133830a29fa3e4749b184593e8c6582367044822,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.052434456928838954,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_008_success.mp4,42.570681284181774
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.071428571428573,267,277,9,3696706519,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,cc08570106c91bcb799a07e10d4c319b79a676b57eae555b773632e0427a3723,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,73e179bfac0aad991de36bd64e704c4e9601ad3080269debd108fdb90f08b5a0,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.052434456928838954,50,20,27,10,True,put both the alphabet soup and the cream cheese box in the basket,7,libero_10,videos/smoke/libero_10/seed_27/H_20/task_07_episode_009_success.mp4,42.003947836346924
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,0,1605551854,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,303816c48bde6726f8ed96b242e8f431346c921e1d545edc2009200e67ad8cdd,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,30,ccf2c646b3370360a21376e4ac71e4c17944f8f7dc0b67c2f4933bd98c8a3d24,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_000_failure.mp4,116.98842161428183
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.666666666666668,413,423,1,1940840148,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,12e7aea0e8aae42f48af7b523bc76b302f20002bc66ec32e5017914632f6f380,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,31,6e687b6e1e8f520c26faeabf22c61ec54692bb060cff6daaadf4367aa091296e,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400]",21,0.05084745762711865,50,20,27,10,True,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_001_success.mp4,92.8256830368191
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,2,1589868145,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,0a841a5beb7d3204ed9b9625cebc28b99f5f55f2c24aad05704997f36dff2501,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,32,f3c3d72674a7719004c174332ab222515d99f4b13d450da9182006654fee4c60,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_002_failure.mp4,116.13028649706393
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.782608695652176,455,465,3,3815287817,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,556ab2a0426b363a8d344a353d1cb94c5abce16ef916301b85ea16b223723670,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,33,6df4a44a929730bed56b581146e08ffa71405649ce070ab2353b4e1bbc06e36f,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440]",23,0.05054945054945055,50,20,27,10,True,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_003_success.mp4,100.77159308735281
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.423076923076923,505,515,4,306367735,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,afa408244e0774073bcb2d5ba40bcc7e42a3ca2bf33f300b0ecf66d62ed136cd,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,34,0b25b8a1dc192aab2cc1fb017bd49083f60f4b4ec8d696cfeee355545492e25c,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05148514851485148,50,20,27,10,True,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_004_success.mp4,110.26075445953757
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.681818181818183,433,443,5,2158072998,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,c848d5121d805fd67f1ad5cc0ac2532558d2a1fb579f855bdb6f4bb0cf08985a,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,35,a22f8a48609d805771371a2a4d745ba0073aadeb9c987a3429e5f08aee3133bf,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420]",22,0.050808314087759814,50,20,27,10,True,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_005_success.mp4,97.98156338743865
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.318181818181817,425,435,6,3625465362,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,9da3527289cdc6c7cefc6120286f389cbded465216899cfca5fa98955e841407,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,36,37b3977061059b1b5f7e5882b51fa9cfa3233eb50f7ed45ae59e9102bb467231,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420]",22,0.05176470588235294,50,20,27,10,True,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_006_success.mp4,93.87098129186779
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,7,3565837873,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,48f21576f05ee7398c2b5d7b493edf3f110cdc86b61acee418105f383a81e11a,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,37,7d421763df389214f41ecd5a7764261df5b3b5965b10d79f50d8ee3232abfe90,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_007_failure.mp4,114.0377847533673
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,8,2830403315,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,43fa1875734e3fadc5860d2ee5aaee932c0c04b98649f927e7ce9f140146b590,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,aba62d2df077e20cf69434537da3653e049c453c0d4b5e02ffede8657aced077,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_008_failure.mp4,116.92876633349806
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,9,3657297497,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,6185e157a2c21a25a92acd7ccd9b240a5a7337f9cc70b64f01b19a3a5f603b56,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,4e1e8d1cb244d05025cc85e42bf6a50926d66b8bed6e554d6a449108032576f5,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put both moka pots on the stove,8,libero_10,videos/smoke/libero_10/seed_27/H_20/task_08_episode_009_failure.mp4,114.21635942161083
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,0,831562662,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,5335eb6b6046eb5f4345607a07d84710801de4da007fd18fa7c9bf85269ce66f,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,30,722fc672bba22b4cd87fff9b99340150401f641117283d24efda5b6522340a12,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_000_failure.mp4,69.50760306883603
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.846153846153847,258,268,1,390923219,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,c91edeb5850465a0a6a46162c0ac5a55d85167bbf6f4b09d2e84187217299281,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,31,9434b2d80d0501c1eaa1f18beb28da48e57e488c1f8bbf12976065f92b2810ba,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240]",13,0.050387596899224806,50,20,27,10,True,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_001_success.mp4,36.794188026338816
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.866666666666667,283,293,2,163618803,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,c9d1e479b23abcc7571f7733bb0b6204da6273df141e8cb9db78b8b580b4987b,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,32,5bbc0b4dffc071855de50629b83470a122963798eb14b7fbc7002364d484c652,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280]",15,0.053003533568904596,50,20,27,10,True,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_002_success.mp4,38.50334336981177
confirmation_libero_10_step1000_H20,confirmation,1000,50,18.857142857142858,264,274,3,2105832388,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,dbc71d63b353f4ebbf4d3623283838789e54ec4a98a38d405099e524b623a35c,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,33,3a0877f5eca7a69595595b1f422388cc520ff89f6d8486ebc89bd0aca87fdb14,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260]",14,0.05303030303030303,50,20,27,10,True,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_003_success.mp4,39.93386349081993
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,4,157224411,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,c4ad48a570721cbd6a8a34b8b4b06fc67e5fcba37768d1aa975b03255a6f3b30,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,34,3d78ff484ac87792403bd2fa4e9b17a0766c76c5270ae3863b54b747f806f961,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_004_failure.mp4,70.33894894272089
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,5,2925291282,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,6a34cf022ca6c1379c34ddd367044137ec628c5c6ce6d240ba06d9cdc109e018,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,35,e344642b43b5175d2b7daadfadf040fc6b5ff02290cf4470fa91c7808a69948c,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_005_failure.mp4,69.91413778718561
confirmation_libero_10_step1000_H20,confirmation,1000,50,19.823529411764707,337,347,6,916791716,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,091a1066c8553dd4d22f9c9d14c8a3023afe7d3ede2498f390f6fb7c869cff4b,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,36,2558531014a16541302b2178b955d5059be493a5f961059d989dfb766bfc4289,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320]",17,0.050445103857566766,50,20,27,10,True,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_006_success.mp4,44.9022811204195
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,7,1550949179,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,6cf44ec83b891ee379d4327c79d142003e6eca5e299d3d782f09857abccd8f0e,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,37,442345dbf4620c9eb5aac2472870e3c9dcf7a03021ce28bb49dab6bc7bb6f9b8,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_007_failure.mp4,68.9554849639535
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,8,639713177,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,876311d90daa4ed4f4239acf5afeb7f33e2b65aed330d56aa8b805f7e9185af0,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,38,a862501f326c85b31acc187c81a5dd7e3f1dfc7972815bcd94cb35a616f03844,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_008_failure.mp4,68.24712000507861
confirmation_libero_10_step1000_H20,confirmation,1000,50,20.0,520,530,9,3860827804,b888c67b645f88e82230374eec6a9e8a41638d6888c04610041197238320dba9,489329d9ea8656bc413d01a536bf6aa4a1fc42c6f3634d81ccb9039430463cfa,9870fb27c4c3aeb4934e3efcf4e8a1af3f876ec01e326d353f2b406e27ccd7cc,39,5a9d747758237e92bbe856b97d739838ff94e00ca367263cb10f14e5ca87f59e,smoke,10,"[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, 320, 340, 360, 380, 400, 420, 440, 460, 480, 500]",26,0.05,50,20,27,10,False,put the yellow and white mug in the microwave and close it,9,libero_10,videos/smoke/libero_10/seed_27/H_20/task_09_episode_009_failure.mp4,68.2422471549362
